entry	name	body_size
006dbbd4	DelayLoad_GdipIsVisibleRegionRect	1
006dbbec	DelayLoad_GdipIsVisibleRegionRectI	1
006dbc04	DelayLoad_GdipGetRegionScansCount	1
006dbc1c	DelayLoad_GdipGetRegionScans	1
006dbc34	DelayLoad_GdipGetRegionScansI	1
006dbc4c	DelayLoad_GdipCloneBrush	1
006dbc64	DelayLoad_GdipDeleteBrush	1
006dbc7c	DelayLoad_GdipGetBrushType	1
006dbc94	DelayLoad_GdipCreateHatchBrush	1
006dbcac	DelayLoad_GdipGetHatchStyle	1
006dbcc4	DelayLoad_GdipGetHatchForegroundColor	1
006dbcdc	DelayLoad_GdipGetHatchBackgroundColor	1
006dbcf4	DelayLoad_GdipCreateTexture	1
006dbd0c	DelayLoad_GdipCreateTexture2	1
006dbd24	DelayLoad_GdipCreateTextureIA	1
006dbd3c	DelayLoad_GdipCreateTexture2I	1
006dbd54	DelayLoad_GdipCreateTextureIAI	1
006dbd6c	DelayLoad_GdipGetTextureTransform	1
006dbd84	DelayLoad_GdipSetTextureTransform	1
006dbd9c	DelayLoad_GdipResetTextureTransform	1
006dbdb4	DelayLoad_GdipMultiplyTextureTransform	1
006dbdcc	DelayLoad_GdipTranslateTextureTransform	1
006dbde4	DelayLoad_GdipScaleTextureTransform	1
006dbdfc	DelayLoad_GdipRotateTextureTransform	1
006dbe14	DelayLoad_GdipSetTextureWrapMode	1
006dbe2c	DelayLoad_GdipGetTextureWrapMode	1
006dbe44	DelayLoad_GdipGetTextureImage	1
006dbe5c	DelayLoad_GdipCreateSolidFill	1
006dbe74	DelayLoad_GdipSetSolidFillColor	1
006dbe8c	DelayLoad_GdipGetSolidFillColor	1
006dbea4	DelayLoad_GdipCreateLineBrush	1
006dbebc	DelayLoad_GdipCreateLineBrushI	1
006dbed4	DelayLoad_GdipCreateLineBrushFromRect	1
006dbeec	DelayLoad_GdipCreateLineBrushFromRectI	1
006dbf04	DelayLoad_GdipCreateLineBrushFromRectWithAngle	1
006dbf1c	DelayLoad_GdipCreateLineBrushFromRectWithAngleI	1
006dbf34	DelayLoad_GdipSetLineColors	1
006dbf4c	DelayLoad_GdipGetLineColors	1
006dbf64	DelayLoad_GdipGetLineRect	1
006dbf7c	DelayLoad_GdipGetLineRectI	1
006dbf94	DelayLoad_GdipSetLineGammaCorrection	1
006dbfac	DelayLoad_GdipGetLineGammaCorrection	1
006dbfc4	DelayLoad_GdipGetLineBlendCount	1
006dbfdc	DelayLoad_GdipGetLineBlend	1
006dbff4	DelayLoad_GdipSetLineBlend	1
006dc00c	DelayLoad_GdipGetLinePresetBlendCount	1
006dc024	DelayLoad_GdipGetLinePresetBlend	1
006dc03c	DelayLoad_GdipSetLinePresetBlend	1
006dc054	DelayLoad_GdipSetLineSigmaBlend	1
006dc06c	DelayLoad_GdipSetLineLinearBlend	1
006dc084	DelayLoad_GdipSetLineWrapMode	1
006dc09c	DelayLoad_GdipGetLineWrapMode	1
006dc0b4	DelayLoad_GdipGetLineTransform	1
006dc0cc	DelayLoad_GdipSetLineTransform	1
006dc0e4	DelayLoad_GdipResetLineTransform	1
006dc0fc	DelayLoad_GdipMultiplyLineTransform	1
006dc114	DelayLoad_GdipTranslateLineTransform	1
006dc12c	DelayLoad_GdipScaleLineTransform	1
006dc144	DelayLoad_GdipRotateLineTransform	1
006dc15c	DelayLoad_GdipCreatePathGradient	1
006dc174	DelayLoad_GdipCreatePathGradientI	1
006dc18c	DelayLoad_GdipCreatePathGradientFromPath	1
006dc1a4	DelayLoad_GdipGetPathGradientCenterColor	1
006dc1bc	DelayLoad_GdipSetPathGradientCenterColor	1
006dc1d4	DelayLoad_GdipGetPathGradientSurroundColorsWithCount	1
006dc1ec	DelayLoad_GdipSetPathGradientSurroundColorsWithCount	1
006dc204	DelayLoad_GdipGetPathGradientPath	1
006dc21c	DelayLoad_GdipSetPathGradientPath	1
006dc234	DelayLoad_GdipGetPathGradientCenterPoint	1
006dc24c	DelayLoad_GdipGetPathGradientCenterPointI	1
006dc264	DelayLoad_GdipSetPathGradientCenterPoint	1
006dc27c	DelayLoad_GdipSetPathGradientCenterPointI	1
006dc294	DelayLoad_GdipGetPathGradientRect	1
006dc2ac	DelayLoad_GdipGetPathGradientRectI	1
006dc2c4	DelayLoad_GdipGetPathGradientPointCount	1
006dc2dc	DelayLoad_GdipGetPathGradientSurroundColorCount	1
006dc2f4	DelayLoad_GdipSetPathGradientGammaCorrection	1
006dc30c	DelayLoad_GdipGetPathGradientGammaCorrection	1
006dc324	DelayLoad_GdipGetPathGradientBlendCount	1
006dc33c	DelayLoad_GdipGetPathGradientBlend	1
006dc354	DelayLoad_GdipSetPathGradientBlend	1
006dc36c	DelayLoad_GdipGetPathGradientPresetBlendCount	1
006dc384	DelayLoad_GdipGetPathGradientPresetBlend	1
006dc39c	DelayLoad_GdipSetPathGradientPresetBlend	1
006dc3b4	DelayLoad_GdipSetPathGradientSigmaBlend	1
006dc3cc	DelayLoad_GdipSetPathGradientLinearBlend	1
006dc3e4	DelayLoad_GdipGetPathGradientWrapMode	1
006dc3fc	DelayLoad_GdipSetPathGradientWrapMode	1
006dc414	DelayLoad_GdipGetPathGradientTransform	1
006dc42c	DelayLoad_GdipSetPathGradientTransform	1
006dc444	DelayLoad_GdipResetPathGradientTransform	1
006dc45c	DelayLoad_GdipMultiplyPathGradientTransform	1
006dc474	DelayLoad_GdipTranslatePathGradientTransform	1
006dc48c	DelayLoad_GdipScalePathGradientTransform	1
006dc4a4	DelayLoad_GdipRotatePathGradientTransform	1
006dc4bc	DelayLoad_GdipGetPathGradientFocusScales	1
006dc4d4	DelayLoad_GdipSetPathGradientFocusScales	1
006dc4ec	DelayLoad_GdipCreatePen1	1
006dc504	DelayLoad_GdipCreatePen2	1
006dc51c	DelayLoad_GdipClonePen	1
006dc534	DelayLoad_GdipDeletePen	1
006dc54c	DelayLoad_GdipSetPenWidth	1
006dc564	DelayLoad_GdipGetPenWidth	1
006dc57c	DelayLoad_GdipSetPenLineCap197819	1
006dc594	DelayLoad_GdipSetPenStartCap	1
006dc5ac	DelayLoad_GdipSetPenEndCap	1
006dc5c4	DelayLoad_GdipSetPenDashCap197819	1
006dc5dc	DelayLoad_GdipGetPenStartCap	1
006dc5f4	DelayLoad_GdipGetPenEndCap	1
006dc60c	DelayLoad_GdipGetPenDashCap197819	1
006dc624	DelayLoad_GdipSetPenLineJoin	1
006dc63c	DelayLoad_GdipGetPenLineJoin	1
006dc654	DelayLoad_GdipSetPenCustomStartCap	1
006dc66c	DelayLoad_GdipGetPenCustomStartCap	1
006dc684	DelayLoad_GdipSetPenCustomEndCap	1
006dc69c	DelayLoad_GdipGetPenCustomEndCap	1
006dc6b4	DelayLoad_GdipSetPenMiterLimit	1
006dc6cc	DelayLoad_GdipGetPenMiterLimit	1
006dc6e4	DelayLoad_GdipSetPenMode	1
006dc6fc	DelayLoad_GdipGetPenMode	1
006dc714	DelayLoad_GdipSetPenTransform	1
006dc72c	DelayLoad_GdipGetPenTransform	1
006dc744	DelayLoad_GdipResetPenTransform	1
006dc75c	DelayLoad_GdipMultiplyPenTransform	1
006dc774	DelayLoad_GdipTranslatePenTransform	1
006dc78c	DelayLoad_GdipScalePenTransform	1
006dc7a4	DelayLoad_GdipRotatePenTransform	1
006dc7bc	DelayLoad_GdipSetPenColor	1
006dc7d4	DelayLoad_GdipGetPenColor	1
006dc7ec	DelayLoad_GdipSetPenBrushFill	1
006dc804	DelayLoad_GdipGetPenBrushFill	1
006dc81c	DelayLoad_GdipGetPenFillType	1
006dc834	DelayLoad_GdipGetPenDashStyle	1
006dc84c	DelayLoad_GdipSetPenDashStyle	1
006dc864	DelayLoad_GdipGetPenDashOffset	1
006dc87c	DelayLoad_GdipSetPenDashOffset	1
006dc894	DelayLoad_GdipGetPenDashCount	1
006dc8ac	DelayLoad_GdipSetPenDashArray	1
006dc8c4	DelayLoad_GdipGetPenDashArray	1
006dc8dc	DelayLoad_GdipGetPenCompoundCount	1
006dc8f4	DelayLoad_GdipSetPenCompoundArray	1
006dc90c	DelayLoad_GdipGetPenCompoundArray	1
006dc924	DelayLoad_GdipCreateCustomLineCap	1
006dc93c	DelayLoad_GdipDeleteCustomLineCap	1
006dc954	DelayLoad_GdipCloneCustomLineCap	1
006dc96c	DelayLoad_GdipSetCustomLineCapStrokeCaps	1
006dc984	DelayLoad_GdipGetCustomLineCapStrokeCaps	1
006dc99c	DelayLoad_GdipSetCustomLineCapStrokeJoin	1
006dc9b4	DelayLoad_GdipGetCustomLineCapStrokeJoin	1
006dc9cc	DelayLoad_GdipSetCustomLineCapBaseCap	1
006dc9e4	DelayLoad_GdipGetCustomLineCapBaseCap	1
006dc9fc	DelayLoad_GdipSetCustomLineCapBaseInset	1
006dca14	DelayLoad_GdipGetCustomLineCapBaseInset	1
006dca2c	DelayLoad_GdipSetCustomLineCapWidthScale	1
006dca44	DelayLoad_GdipGetCustomLineCapWidthScale	1
006dca5c	DelayLoad_GdipLoadImageFromStream	1
006dca74	DelayLoad_GdipLoadImageFromFile	1
006dca8c	DelayLoad_GdipLoadImageFromStreamICM	1
006dcaa4	DelayLoad_GdipLoadImageFromFileICM	1
006dcabc	DelayLoad_GdipCloneImage	1
006dcad4	DelayLoad_GdipDisposeImage	1
006dcaec	DelayLoad_GdipSaveImageToFile	1
006dcb04	DelayLoad_GdipSaveImageToStream	1
006dcb1c	DelayLoad_GdipSaveAdd	1
006dcb34	DelayLoad_GdipSaveAddImage	1
006dcb4c	DelayLoad_GdipGetImageGraphicsContext	1
006dcb64	DelayLoad_GdipGetImageBounds	1
006dcb7c	DelayLoad_GdipGetImageDimension	1
006dcb94	DelayLoad_GdipGetImageType	1
006dcbac	DelayLoad_GdipGetImageWidth	1
006dcbc4	DelayLoad_GdipGetImageHeight	1
006dcbdc	DelayLoad_GdipGetImageHorizontalResolution	1
006dcbf4	DelayLoad_GdipGetImageVerticalResolution	1
006dcc0c	DelayLoad_GdipGetImageFlags	1
006dcc24	DelayLoad_GdipGetImageRawFormat	1
006dcc3c	DelayLoad_GdipGetImagePixelFormat	1
006dcc54	DelayLoad_GdipGetImageThumbnail	1
006dcc6c	DelayLoad_GdipGetEncoderParameterListSize	1
006dcc84	DelayLoad_GdipGetEncoderParameterList	1
006dcc9c	DelayLoad_GdipImageGetFrameDimensionsCount	1
006dccb4	DelayLoad_GdipImageGetFrameDimensionsList	1
006dcccc	DelayLoad_GdipImageGetFrameCount	1
006dcce4	DelayLoad_GdipImageSelectActiveFrame	1
006dccfc	DelayLoad_GdipImageRotateFlip	1
006dcd14	DelayLoad_GdipGetImagePalette	1
006dcd2c	DelayLoad_GdipSetImagePalette	1
006dcd44	DelayLoad_GdipGetImagePaletteSize	1
006dcd5c	DelayLoad_GdipGetPropertyCount	1
006dcd74	DelayLoad_GdipGetPropertyIdList	1
006dcd8c	DelayLoad_GdipGetPropertyItemSize	1
006dcda4	DelayLoad_GdipGetPropertyItem	1
006dcdbc	DelayLoad_GdipGetPropertySize	1
006dcdd4	DelayLoad_GdipGetAllPropertyItems	1
006dcdec	DelayLoad_GdipRemovePropertyItem	1
006dce04	DelayLoad_GdipSetPropertyItem	1
006dce1c	DelayLoad_GdipCreateBitmapFromStream	1
006dce34	DelayLoad_GdipCreateBitmapFromFile	1
006dce4c	DelayLoad_GdipCreateBitmapFromStreamICM	1
006dce64	DelayLoad_GdipCreateBitmapFromFileICM	1
006dce7c	DelayLoad_GdipCreateBitmapFromScan0	1
006dce94	DelayLoad_GdipCreateBitmapFromGraphics	1
006dceac	DelayLoad_GdipCreateBitmapFromDirectDrawSurface	1
006dcec4	DelayLoad_GdipCreateBitmapFromGdiDib	1
006dcedc	DelayLoad_GdipCreateBitmapFromHBITMAP	1
006dcef4	DelayLoad_GdipCreateHBITMAPFromBitmap	1
006dcf0c	DelayLoad_GdipCreateBitmapFromHICON	1
006dcf24	DelayLoad_GdipCreateHICONFromBitmap	1
006dcf3c	DelayLoad_GdipCreateBitmapFromResource	1
006dcf54	DelayLoad_GdipCloneBitmapArea	1
006dcf6c	DelayLoad_GdipCloneBitmapAreaI	1
006dcf84	DelayLoad_GdipBitmapLockBits	1
006dcf9c	DelayLoad_GdipBitmapUnlockBits	1
006dcfb4	DelayLoad_GdipBitmapGetPixel	1
006dcfcc	DelayLoad_GdipBitmapSetPixel	1
006dcfe4	DelayLoad_GdipBitmapSetResolution	1
006dcffc	DelayLoad_GdipCreateImageAttributes	1
006dd014	DelayLoad_GdipCloneImageAttributes	1
006dd02c	DelayLoad_GdipDisposeImageAttributes	1
006dd044	DelayLoad_GdipSetImageAttributesToIdentity	1
006dd05c	DelayLoad_GdipResetImageAttributes	1
006dd074	DelayLoad_GdipSetImageAttributesColorMatrix	1
006dd08c	DelayLoad_GdipSetImageAttributesThreshold	1
006dd0a4	DelayLoad_GdipSetImageAttributesGamma	1
006dd0bc	DelayLoad_GdipSetImageAttributesNoOp	1
006dd0d4	DelayLoad_GdipSetImageAttributesColorKeys	1
006dd0ec	DelayLoad_GdipSetImageAttributesOutputChannel	1
006dd104	DelayLoad_GdipSetImageAttributesOutputChannelColorProfile	1
006dd11c	DelayLoad_GdipSetImageAttributesRemapTable	1
006dd134	DelayLoad_GdipSetImageAttributesWrapMode	1
006dd14c	DelayLoad_GdipGetImageAttributesAdjustedPalette	1
006dd164	DelayLoad_GdipFlush	1
006dd17c	DelayLoad_GdipCreateFromHDC	1
006dd194	DelayLoad_GdipCreateFromHDC2	1
006dd1ac	DelayLoad_GdipCreateFromHWND	1
006dd1c4	DelayLoad_GdipCreateFromHWNDICM	1
006dd1dc	DelayLoad_GdipDeleteGraphics	1
006dd1f4	DelayLoad_GdipGetDC	1
006dd20c	DelayLoad_GdipReleaseDC	1
006dd224	DelayLoad_GdipSetCompositingMode	1
006dd23c	DelayLoad_GdipGetCompositingMode	1
006dd254	DelayLoad_GdipSetRenderingOrigin	1
006dd26c	DelayLoad_GdipGetRenderingOrigin	1
006dd284	DelayLoad_GdipSetCompositingQuality	1
006dd29c	DelayLoad_GdipGetCompositingQuality	1
006dd2b4	DelayLoad_GdipSetSmoothingMode	1
006dd2cc	DelayLoad_GdipGetSmoothingMode	1
006dd2e4	DelayLoad_GdipSetPixelOffsetMode	1
006dd2fc	DelayLoad_GdipGetPixelOffsetMode	1
006dd314	DelayLoad_GdipSetTextRenderingHint	1
006dd32c	DelayLoad_GdipGetTextRenderingHint	1
006dd344	DelayLoad_GdipSetTextContrast	1
006dd35c	DelayLoad_GdipGetTextContrast	1
006dd374	DelayLoad_GdipSetInterpolationMode	1
006dd38c	DelayLoad_GdipGetInterpolationMode	1
006dd3a4	DelayLoad_GdipSetWorldTransform	1
006dd3bc	DelayLoad_GdipResetWorldTransform	1
006dd3d4	DelayLoad_GdipMultiplyWorldTransform	1
006dd3ec	DelayLoad_GdipTranslateWorldTransform	1
006dd404	DelayLoad_GdipScaleWorldTransform	1
006dd41c	DelayLoad_GdipRotateWorldTransform	1
006dd434	DelayLoad_GdipGetWorldTransform	1
006dd44c	DelayLoad_GdipGetPageUnit	1
006dd464	DelayLoad_GdipGetPageScale	1
006dd47c	DelayLoad_GdipSetPageUnit	1
006dd494	DelayLoad_GdipSetPageScale	1
006dd4ac	DelayLoad_GdipGetDpiX	1
006dd4c4	DelayLoad_GdipGetDpiY	1
006dd4dc	DelayLoad_GdipTransformPoints	1
006dd4f4	DelayLoad_GdipTransformPointsI	1
006dd50c	DelayLoad_GdipGetNearestColor	1
006dd524	DelayLoad_GdipCreateHalftonePalette	1
006dd53c	DelayLoad_GdipDrawLine	1
006dd554	DelayLoad_GdipDrawLineI	1
006dd56c	DelayLoad_GdipDrawLines	1
006dd584	DelayLoad_GdipDrawLinesI	1
006dd59c	DelayLoad_GdipDrawArc	1
006dd5b4	DelayLoad_GdipDrawArcI	1
006dd5cc	DelayLoad_GdipDrawBezier	1
006dd5e4	DelayLoad_GdipDrawBezierI	1
006dd5fc	DelayLoad_GdipDrawBeziers	1
006dd614	DelayLoad_GdipDrawBeziersI	1
006dd62c	DelayLoad_GdipDrawRectangle	1
006dd644	DelayLoad_GdipDrawRectangleI	1
006dd65c	DelayLoad_GdipDrawRectangles	1
006dd674	DelayLoad_GdipDrawRectanglesI	1
006dd68c	DelayLoad_GdipDrawEllipse	1
006dd6a4	DelayLoad_GdipDrawEllipseI	1
006dd6bc	DelayLoad_GdipDrawPie	1
006dd6d4	DelayLoad_GdipDrawPieI	1
006dd6ec	DelayLoad_GdipDrawPolygon	1
006dd704	DelayLoad_GdipDrawPolygonI	1
006dd71c	DelayLoad_GdipDrawPath	1
006dd734	DelayLoad_GdipDrawCurve	1
006dd74c	DelayLoad_GdipDrawCurveI	1
006dd764	DelayLoad_GdipDrawCurve2	1
006dd77c	DelayLoad_GdipDrawCurve2I	1
006dd794	DelayLoad_GdipDrawCurve3	1
006dd7ac	DelayLoad_GdipDrawCurve3I	1
006dd7c4	DelayLoad_GdipDrawClosedCurve	1
006dd7dc	DelayLoad_GdipDrawClosedCurveI	1
006dd7f4	DelayLoad_GdipDrawClosedCurve2	1
006dd80c	DelayLoad_GdipDrawClosedCurve2I	1
006dd824	DelayLoad_GdipGraphicsClear	1
006dd83c	DelayLoad_GdipFillRectangle	1
006dd854	DelayLoad_GdipFillRectangleI	1
006dd86c	DelayLoad_GdipFillRectangles	1
006dd884	DelayLoad_GdipFillRectanglesI	1
006dd89c	DelayLoad_GdipFillPolygon	1
006dd8b4	DelayLoad_GdipFillPolygonI	1
006dd8cc	DelayLoad_GdipFillEllipse	1
006dd8e4	DelayLoad_GdipFillEllipseI	1
006dd8fc	DelayLoad_GdipFillPie	1
006dd914	DelayLoad_GdipFillPieI	1
006dd92c	DelayLoad_GdipFillPath	1
006dd944	DelayLoad_GdipFillClosedCurve	1
006dd95c	DelayLoad_GdipFillClosedCurveI	1
006dd974	DelayLoad_GdipFillClosedCurve2	1
006dd98c	DelayLoad_GdipFillClosedCurve2I	1
006dd9a4	DelayLoad_GdipFillRegion	1
006dd9bc	DelayLoad_GdipDrawImage	1
006dd9d4	DelayLoad_GdipDrawImageI	1
006dd9ec	DelayLoad_GdipDrawImageRect	1
006dda04	DelayLoad_GdipDrawImageRectI	1
006dda1c	DelayLoad_GdipDrawImagePoints	1
006dda34	DelayLoad_GdipDrawImagePointsI	1
006dda4c	DelayLoad_GdipDrawImagePointRect	1
006dda64	DelayLoad_GdipDrawImagePointRectI	1
006dda7c	DelayLoad_GdipDrawImageRectRect	1
006dda94	DelayLoad_GdipDrawImageRectRectI	1
006ddaac	DelayLoad_GdipDrawImagePointsRect	1
006ddac4	DelayLoad_GdipDrawImagePointsRectI	1
006ddadc	DelayLoad_GdipEnumerateMetafileDestPoint	1
006ddaf4	DelayLoad_GdipEnumerateMetafileDestPointI	1
006ddb0c	DelayLoad_GdipEnumerateMetafileDestRect	1
006ddb24	DelayLoad_GdipEnumerateMetafileDestRectI	1
006ddb3c	DelayLoad_GdipEnumerateMetafileDestPoints	1
006ddb54	DelayLoad_GdipEnumerateMetafileDestPointsI	1
006ddb6c	DelayLoad_GdipEnumerateMetafileSrcRectDestPoint	1
006ddb84	DelayLoad_GdipEnumerateMetafileSrcRectDestPointI	1
006ddb9c	DelayLoad_GdipEnumerateMetafileSrcRectDestRect	1
006ddbb4	DelayLoad_GdipEnumerateMetafileSrcRectDestRectI	1
006ddbcc	DelayLoad_GdipEnumerateMetafileSrcRectDestPoints	1
006ddbe4	DelayLoad_GdipEnumerateMetafileSrcRectDestPointsI	1
006ddbfc	DelayLoad_GdipPlayMetafileRecord	1
006ddc14	DelayLoad_GdipSetClipGraphics	1
006ddc2c	DelayLoad_GdipSetClipRect	1
006ddc44	DelayLoad_GdipSetClipRectI	1
006ddc5c	DelayLoad_GdipSetClipPath	1
006ddc74	DelayLoad_GdipSetClipRegion	1
006ddc8c	DelayLoad_GdipSetClipHrgn	1
006ddca4	DelayLoad_GdipResetClip	1
006ddcbc	DelayLoad_GdipTranslateClip	1
006ddcd4	DelayLoad_GdipTranslateClipI	1
006ddcec	DelayLoad_GdipGetClip	1
006ddd04	DelayLoad_GdipGetClipBounds	1
006ddd1c	DelayLoad_GdipGetClipBoundsI	1
006ddd34	DelayLoad_GdipIsClipEmpty	1
006ddd4c	DelayLoad_GdipGetVisibleClipBounds	1
006ddd64	DelayLoad_GdipGetVisibleClipBoundsI	1
006ddd7c	DelayLoad_GdipIsVisibleClipEmpty	1
006ddd94	DelayLoad_GdipIsVisiblePoint	1
006dddac	DelayLoad_GdipIsVisiblePointI	1
006dddc4	DelayLoad_GdipIsVisibleRect	1
006ddddc	DelayLoad_GdipIsVisibleRectI	1
006dddf4	DelayLoad_GdipSaveGraphics	1
006dde0c	DelayLoad_GdipRestoreGraphics	1
006dde24	DelayLoad_GdipBeginContainer	1
006dde3c	DelayLoad_GdipBeginContainerI	1
006dde54	DelayLoad_GdipBeginContainer2	1
006dde6c	DelayLoad_GdipEndContainer	1
006dde84	DelayLoad_GdipGetMetafileHeaderFromWmf	1
006dde9c	DelayLoad_GdipGetMetafileHeaderFromEmf	1
006ddeb4	DelayLoad_GdipGetMetafileHeaderFromFile	1
006ddecc	DelayLoad_GdipGetMetafileHeaderFromStream	1
006ddee4	DelayLoad_GdipGetMetafileHeaderFromMetafile	1
006ddefc	DelayLoad_GdipGetHemfFromMetafile	1
006ddf14	DelayLoad_GdipCreateMetafileFromWmf	1
006ddf2c	DelayLoad_GdipCreateMetafileFromEmf	1
006ddf44	DelayLoad_GdipCreateMetafileFromFile	1
006ddf5c	DelayLoad_GdipCreateMetafileFromWmfFile	1
006ddf74	DelayLoad_GdipCreateMetafileFromStream	1
006ddf8c	DelayLoad_GdipRecordMetafile	1
006ddfa4	DelayLoad_GdipRecordMetafileI	1
006ddfbc	DelayLoad_GdipRecordMetafileFileName	1
006ddfd4	DelayLoad_GdipRecordMetafileFileNameI	1
006ddfec	DelayLoad_GdipRecordMetafileStream	1
006de004	DelayLoad_GdipRecordMetafileStreamI	1
006de01c	DelayLoad_GdipSetMetafileDownLevelRasterizationLimit	1
006de034	DelayLoad_GdipGetMetafileDownLevelRasterizationLimit	1
006de04c	DelayLoad_GdipComment	1
006de064	DelayLoad_GdipCreateFontFamilyFromName	1
006de07c	DelayLoad_GdipDeleteFontFamily	1
006de094	DelayLoad_GdipCloneFontFamily	1
006de0ac	DelayLoad_GdipGetGenericFontFamilySansSerif	1
006de0c4	DelayLoad_GdipGetGenericFontFamilySerif	1
006de0dc	DelayLoad_GdipGetGenericFontFamilyMonospace	1
006de0f4	DelayLoad_GdipGetFamilyName	1
006de10c	DelayLoad_GdipIsStyleAvailable	1
006de124	DelayLoad_GdipGetEmHeight	1
006de13c	DelayLoad_GdipGetCellAscent	1
006de154	DelayLoad_GdipGetCellDescent	1
006de16c	DelayLoad_GdipGetLineSpacing	1
006de184	DelayLoad_GdipCreateFontFromDC	1
006de19c	DelayLoad_GdipCreateFontFromLogfontA	1
006de1b4	DelayLoad_GdipCreateFontFromLogfontW	1
006de1cc	DelayLoad_GdipCreateFont	1
006de1e4	DelayLoad_GdipCloneFont	1
006de1fc	DelayLoad_GdipDeleteFont	1
006de214	DelayLoad_GdipGetFamily	1
006de22c	DelayLoad_GdipGetFontStyle	1
006de244	DelayLoad_GdipGetFontSize	1
006de25c	DelayLoad_GdipGetFontUnit	1
006de274	DelayLoad_GdipGetFontHeight	1
006de28c	DelayLoad_GdipGetFontHeightGivenDPI	1
006de2a4	DelayLoad_GdipGetLogFontA	1
006de2bc	DelayLoad_GdipGetLogFontW	1
006de2d4	DelayLoad_GdipNewPrivateFontCollection	1
006de2ec	DelayLoad_GdipDeletePrivateFontCollection	1
006de304	DelayLoad_GdipGetFontCollectionFamilyCount	1
006de31c	DelayLoad_GdipGetFontCollectionFamilyList	1
006de334	DelayLoad_GdipPrivateAddFontFile	1
006de34c	DelayLoad_GdipPrivateAddMemoryFont	1
006de364	DelayLoad_GdipDrawString	1
006de37c	DelayLoad_GdipMeasureString	1
006de394	DelayLoad_GdipMeasureCharacterRanges	1
006de3ac	DelayLoad_GdipDrawDriverString	1
006de3c4	DelayLoad_GdipMeasureDriverString	1
006de3dc	DelayLoad_GdipCreateStringFormat	1
006de3f4	DelayLoad_GdipStringFormatGetGenericDefault	1
006de40c	DelayLoad_GdipStringFormatGetGenericTypographic	1
006de424	DelayLoad_GdipDeleteStringFormat	1
006de43c	DelayLoad_GdipCloneStringFormat	1
006de454	DelayLoad_GdipSetStringFormatFlags	1
006de46c	DelayLoad_GdipGetStringFormatFlags	1
006de484	DelayLoad_GdipSetStringFormatAlign	1
006de49c	DelayLoad_GdipGetStringFormatAlign	1
006de4b4	DelayLoad_GdipSetStringFormatLineAlign	1
006de4cc	DelayLoad_GdipGetStringFormatLineAlign	1
006de4e4	DelayLoad_GdipSetStringFormatTrimming	1
006de4fc	DelayLoad_GdipGetStringFormatTrimming	1
006de514	DelayLoad_GdipSetStringFormatHotkeyPrefix	1
006de52c	DelayLoad_GdipGetStringFormatHotkeyPrefix	1
006de544	DelayLoad_GdipSetStringFormatTabStops	1
006de55c	DelayLoad_GdipGetStringFormatTabStops	1
006de574	DelayLoad_GdipGetStringFormatTabStopCount	1
006de58c	DelayLoad_GdipSetStringFormatDigitSubstitution	1
006de5a4	DelayLoad_GdipGetStringFormatDigitSubstitution	1
006de5bc	DelayLoad_GdipGetStringFormatMeasurableCharacterRangeCount	1
006de5d4	DelayLoad_GdipSetStringFormatMeasurableCharacterRanges	1
006de5ec	DelayLoad_GdipCreateCachedBitmap	1
006de604	DelayLoad_GdipDeleteCachedBitmap	1
006de61c	DelayLoad_GdipDrawCachedBitmap	1
006de634	DelayLoad_GdipEmfToWmfBits	1
007a6d60	DelayLoad_D3D10CreateDevice	1
007a6d88	DelayLoad_D3D10CreateDevice1	1
00803828	DelayLoad_D3D11CreateDevice	1
008cd2dc	FUN_008cd2dc	81
0091ffe4	FUN_0091ffe4	1
00920088	FUN_00920088	1
0092034c	FUN_0092034c	1
009215b4	FUN_009215b4	1
00921620	FUN_00921620	1
00921704	FUN_00921704	1
00921764	FUN_00921764	1
00921858	FUN_00921858	1
009218b8	FUN_009218b8	1
009218e4	FUN_009218e4	1
009219b4	FUN_009219b4	1
00921a84	FUN_00921a84	1
00921b48	FUN_00921b48	1
00921c18	FUN_00921c18	1
00921c80	FUN_00921c80	1
00921ce8	FUN_00921ce8	1
00921d54	FUN_00921d54	1
00921ddc	FUN_00921ddc	1
00921dfc	FUN_00921dfc	1
00921e70	FUN_00921e70	1
00921ff4	FUN_00921ff4	1
009221a0	FUN_009221a0	1
009223a4	FUN_009223a4	1
009223e4	FUN_009223e4	1
00922444	FUN_00922444	1
009224b0	FUN_009224b0	1
00922654	FUN_00922654	1
00922720	FUN_00922720	1
009227c8	FUN_009227c8	1
00925ff0	FUN_00925ff0	1
009266fc	FUN_009266fc	1
00926bec	FUN_00926bec	1
00926de8	FUN_00926de8	1
00926f04	FUN_00926f04	1
00927038	FUN_00927038	1
00927314	FUN_00927314	1
00927508	FUN_00927508	1
0092766c	FUN_0092766c	1
00927788	FUN_00927788	1
00927828	FUN_00927828	1
00927a38	FUN_00927a38	1
00927bcc	FUN_00927bcc	1
00927c28	FUN_00927c28	1
00927f80	FUN_00927f80	1
009280d4	FUN_009280d4	1
00928304	FUN_00928304	1
00929488	FUN_00929488	1
009297d4	FUN_009297d4	1
00929a28	FUN_00929a28	1
00929a94	FUN_00929a94	1
00929cec	FUN_00929cec	1
00929d74	FUN_00929d74	1
0092a008	FUN_0092a008	1
0092a37c	FUN_0092a37c	1
0092a588	FUN_0092a588	1
0092a5d8	FUN_0092a5d8	1
